"Time [h]","CentralMeasure [µmol/l]","SD [µmol/l]"
1.711311,0.046345,0.03997618
3.477248,0.07026818,0.03917029
5.760079,0.0553024,0.02502777
7.618187,0.05150646,0.02950501
9.648782,0.03810004,0.01724306
12.01108,0.04088671,0.02461616
24.09457,0.01790952,0.00991228
31.78418,0.01051478,0.007278644
