"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Caffeine|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Fluvoxamine|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Caffeine|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Fluvoxamine|Concentration in container [µmol/l]","Organism|Lumen|Caffeine|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Fluvoxamine|Fraction of oral drug mass absorbed into mucosa"
0,1854,33.38206,0.2394214,33.32228,0.2356974,0.9954456,0.9925221
0,1857,33.36007,0.2391234,33.29871,0.2352343,0.9955091,0.9925955
0,1860,33.33799,0.2388248,33.27509,0.2347756,0.9955719,0.9926682
0,1863,33.31583,0.2385258,33.25141,0.2343212,0.995634,0.9927403
0,1866,33.29358,0.2382264,33.22768,0.2338711,0.9956952,0.9928119
0,1869,33.27125,0.2379268,33.2039,0.2334252,0.9957557,0.9928828
0,1872,33.24884,0.2376268,33.18007,0.2329835,0.9958155,0.9929531
0,1875,33.22635,0.2373267,33.15619,0.2325459,0.9958745,0.9930227
0,1878,33.20377,0.2370265,33.13226,0.2321122,0.9959328,0.9930918
0,1881,33.18113,0.2367262,33.10828,0.2316826,0.9959903,0.9931603
0,1884,33.1584,0.2364259,33.08424,0.2312568,0.9960471,0.9932282
0,1887,33.1356,0.2361256,33.06017,0.2308349,0.9961032,0.9932955
0,1890,33.11273,0.2358255,33.03604,0.2304168,0.9961587,0.9933622
0,1893,33.08978,0.2355254,33.01186,0.2300024,0.9962134,0.9934283
0,1896,33.06676,0.2352255,32.98764,0.2295917,0.9962674,0.9934939
0,1899,33.04367,0.2349259,32.96337,0.2291845,0.9963207,0.9935588
0,1902,33.02051,0.2346265,32.93905,0.228781,0.9963734,0.9936231
0,1905,32.99728,0.2343274,32.91469,0.2283809,0.9964253,0.993687
0,1908,32.97398,0.2340286,32.89029,0.2279842,0.9964767,0.9937502
0,1911,32.95061,0.2337302,32.86583,0.227591,0.9965273,0.9938128
0,1914,32.92719,0.2334322,32.84134,0.227201,0.9965773,0.9938749
0,1917,32.90369,0.2331346,32.8168,0.2268144,0.9966266,0.9939364
0,1920,32.88013,0.2328375,32.79222,0.2264309,0.9966753,0.9939974
0,1923,32.8565,0.2325409,32.7676,0.2260506,0.9967234,0.9940578
0,1926,32.83282,0.2322447,32.74293,0.2256735,0.9967708,0.9941176
0,1929,32.80907,0.2319492,32.71822,0.2252993,0.9968176,0.9941769
0,1932,32.78526,0.2316541,32.69347,0.2249282,0.9968638,0.9942357
0,1935,32.76139,0.2313597,32.66869,0.2245601,0.9969094,0.9942939
0,1938,32.73747,0.2310659,32.64386,0.2241949,0.9969544,0.9943516
0,1941,32.71349,0.2307726,32.61899,0.2238325,0.9969988,0.9944088
0,1944,32.68944,0.23048,32.59409,0.223473,0.9970425,0.9944654
0,1947,32.66535,0.2301881,32.56914,0.2231162,0.9970858,0.9945214
0,1950,32.64119,0.2298969,32.54416,0.2227622,0.9971284,0.994577
0,1953,32.61699,0.2296063,32.51914,0.2224108,0.9971704,0.9946321
0,1956,32.59273,0.2293164,32.49408,0.2220621,0.997212,0.9946866
0,1959,32.56842,0.2290272,32.46899,0.221716,0.9972529,0.9947406
0,1962,32.54406,0.2287388,32.44386,0.2213724,0.9972933,0.9947941
0,1965,32.51964,0.2284511,32.41869,0.2210313,0.9973332,0.9948471
0,1968,32.49517,0.2281642,32.39349,0.2206926,0.9973724,0.9948996
0,1971,32.47066,0.227878,32.36826,0.2203564,0.9974112,0.9949515
0,1974,32.4461,0.2275925,32.34299,0.2200226,0.9974495,0.995003
0,1977,32.42149,0.2273079,32.31768,0.2196911,0.9974871,0.995054
0,1980,32.39683,0.227024,32.29235,0.2193619,0.9975243,0.9951046
0,1983,32.37212,0.2267409,32.26698,0.219035,0.997561,0.7463659
0,1986,32.34737,0.2264585,32.24158,0.2187102,0.9975972,0.746403
0,1989,32.32257,0.226177,32.21614,0.2183877,0.9976329,0.7464398
0,1992,32.29774,0.2258963,32.19067,0.2180673,0.997668,0.7464762
0,1995,32.27285,0.2256164,32.16517,0.217749,0.9977027,0.7465123
0,1998,32.24792,0.2253373,32.13964,0.2174328,0.9977368,0.746548
0,2001,32.22294,0.2250589,32.11407,0.2171187,0.9977705,0.7465833
0,2004,32.19793,0.2247814,32.08847,0.2168065,0.9978036,0.7466182
0,2007,32.17286,0.2245047,32.06284,0.2164963,0.9978363,0.7466528
0,2010,32.14776,0.2242289,32.03718,0.2161881,0.9978685,0.7466871
0,2013,32.12262,0.22396,32.0115,0.2159235,0.9979002,0.7491134
0,2016,32.09746,0.2237506,31.98594,0.2159145,0.9979315,0.7557419
0,2019,32.0724,0.2236685,31.96088,0.2163651,0.9979623,0.7658566
0,2022,32.04769,0.2237704,31.93679,0.217422,0.9979928,0.7786227
0,2025,32.02362,0.2240989,31.9141,0.2191735,0.9980227,0.7931269
0,2028,32.00051,0.2246789,31.89312,0.2216424,0.9980523,0.8082902
0,2031,31.97861,0.2255176,31.87394,0.2248005,0.9980814,0.8235999
0,2034,31.95804,0.2266128,31.85653,0.228597,0.9981102,0.8386996
0,2037,31.93884,0.2279536,31.84072,0.232961,0.9981386,0.8532432
0,2040,31.92097,0.2295232,31.82629,0.2378104,0.9981666,0.867101
0,2043,31.90432,0.2313016,31.81299,0.243062,0.9981942,0.8801889
0,2046,31.88872,0.2332675,31.80058,0.2486351,0.9982213,0.8925035
0,2049,31.87404,0.2353988,31.78886,0.2544512,0.9982481,0.9038713
0,2052,31.8601,0.2376706,31.77763,0.2604249,0.9982746,0.914137
0,2055,31.84676,0.2400568,31.76674,0.2664764,0.9983006,0.9233859
0,2058,31.83391,0.2425333,31.75607,0.2725343,0.9983263,0.9315872
0,2061,31.82141,0.2450758,31.74552,0.2785321,0.9983516,0.9388015
0,2064,31.80919,0.2476625,31.73501,0.2844146,0.9983765,0.9451383
0,2067,31.79716,0.2502741,31.72448,0.290137,0.9984012,0.9506991
0,2070,31.78527,0.2528936,31.71391,0.2956636,0.9984254,0.9555768
0,2073,31.77347,0.2555066,31.70325,0.3009677,0.9984493,0.9598462
0,2076,31.76172,0.2581005,31.69251,0.306028,0.9984728,0.9635421
0,2079,31.75,0.2606641,31.68167,0.3108285,0.998496,0.9667309
0,2082,31.73829,0.2631883,31.67072,0.3153586,0.9985189,0.969479
0,2085,31.72658,0.265665,31.65967,0.3196124,0.9985414,0.9718457
0,2088,31.71485,0.2680881,31.64851,0.3235882,0.9985636,0.9738826
0,2091,31.70309,0.2704525,31.63724,0.3272876,0.9985855,0.9756349
0,2094,31.6913,0.2727543,31.62587,0.3307149,0.998607,0.9771424
0,2097,31.67947,0.2749907,31.6144,0.3338766,0.9986282,0.9784395
0,2100,31.66761,0.2771595,31.60283,0.3367805,0.9986491,0.9795564
0,2103,31.65569,0.2792591,31.59117,0.3394361,0.9986697,0.980519
0,2106,31.64374,0.281289,31.57941,0.3418533,0.99869,0.9813498
0,2109,31.63173,0.2832486,31.56755,0.3440427,0.99871,0.9820681
0,2112,31.61967,0.285138,31.55561,0.3460155,0.9987297,0.9826905
0,2115,31.60756,0.2869576,31.54358,0.3477827,0.9987491,0.9832314
0,2118,31.59539,0.288708,31.53145,0.3493555,0.9987682,0.983703
0,2121,31.58316,0.2903902,31.51924,0.3507448,0.998787,0.9841158
0,2124,31.57088,0.2920052,31.50695,0.3519616,0.9988056,0.9844787
0,2127,31.55853,0.2935542,31.49456,0.3530163,0.9988239,0.9847994
0,2130,31.54613,0.2950385,31.48209,0.3539191,0.9988418,0.9850844
0,2133,31.53366,0.2964595,31.46954,0.3546799,0.9988596,0.9853391
0,2136,31.52112,0.2978187,31.4569,0.3553078,0.998877,0.9855683
0,2139,31.50852,0.2991176,31.44418,0.355812,0.9988942,0.9857761
0,2142,31.49585,0.3003577,31.43137,0.3562009,0.9989111,0.9859658
0,2145,31.48311,0.3015406,31.41847,0.3564826,0.9989278,0.9861403
0,2148,31.4703,0.3026679,31.40549,0.3566647,0.9989442,0.9863019
0,2151,31.45742,0.3037411,31.39243,0.3567545,0.9989604,0.9864529
0,2154,31.44447,0.3047617,31.37928,0.3567588,0.9989763,0.9865948
0,2157,31.43145,0.3057314,31.36604,0.356684,0.998992,0.9867292
0,2160,31.41835,0.3066515,31.35273,0.3565361,0.9990074,0.9868573
0,2163,31.40518,0.3075237,31.33932,0.3563207,0.9990226,0.9869801
0,2166,31.39193,0.3083494,31.32583,0.3560432,0.9990376,0.9870986
0,2169,31.3786,0.3091301,31.31226,0.3557086,0.9990523,0.9872135
0,2172,31.3652,0.3098671,31.2986,0.3553214,0.9990668,0.9873253
0,2175,31.35173,0.3105619,31.28485,0.3548861,0.9990811,0.9874346
0,2178,31.33817,0.3112158,31.27103,0.3544067,0.9990951,0.9875419
0,2181,31.32454,0.3118302,31.25711,0.3538869,0.999109,0.9876474
0,2184,31.31083,0.3124062,31.24312,0.3533304,0.9991226,0.9877515
0,2187,31.29704,0.3129453,31.22904,0.3527404,0.999136,0.9878545
0,2190,31.28317,0.3134487,31.21487,0.3521201,0.9991493,0.9879565
0,2193,31.26923,0.3139174,31.20063,0.3514722,0.9991623,0.9880577
0,2196,31.25521,0.3143528,31.1863,0.3507994,0.9991751,0.9881583
0,2199,31.2411,0.3147558,31.17188,0.3501043,0.9991876,0.9882584
0,2202,31.22692,0.3151277,31.15739,0.3493891,0.9992,0.988358
0,2205,31.21266,0.3154695,31.14281,0.348656,0.9992123,0.9884573
0,2208,31.19832,0.3157822,31.12815,0.347907,0.9992243,0.9885563
0,2211,31.1839,0.316067,31.11341,0.3471439,0.9992362,0.9886551
0,2214,31.1694,0.3163246,31.09859,0.3463685,0.9992478,0.9887536
0,2217,31.15483,0.3165562,31.08369,0.3455823,0.9992592,0.988852
0,2220,31.14017,0.3167625,31.0687,0.3447868,0.9992706,0.98895
0,2223,31.12544,0.3169447,31.05365,0.3439834,0.9992816,0.9890472
0,2226,31.11064,0.3171034,31.03851,0.3431734,0.9992926,0.9891437
0,2229,31.09575,0.3172395,31.02329,0.3423578,0.9993033,0.9892394
0,2232,31.08079,0.3173538,31.008,0.3415377,0.999314,0.9893345
0,2235,31.06576,0.3174472,30.99263,0.3407142,0.9993244,0.9894289
0,2238,31.05064,0.3175204,30.97718,0.3398882,0.9993346,0.9895226
0,2241,31.03546,0.3175742,30.96166,0.3390604,0.9993447,0.9896157
0,2244,31.0202,0.3176092,30.94607,0.3382317,0.9993547,0.9897081
0,2247,31.00486,0.3176261,30.9304,0.3374027,0.9993644,0.9897999
0,2250,30.98945,0.3176258,30.91466,0.3365742,0.9993741,0.9898911
0,2253,30.97397,0.3176087,30.89884,0.3357467,0.9993836,0.9899816
0,2256,30.95841,0.3175755,30.88296,0.3349208,0.9993929,0.9900715
0,2259,30.94279,0.3175268,30.867,0.334097,0.999402,0.9901608
0,2262,30.92709,0.3174634,30.85097,0.3332758,0.999411,0.9902495
0,2265,30.91132,0.3173856,30.83487,0.3324575,0.9994199,0.9903376
0,2268,30.89548,0.3172941,30.81871,0.3316427,0.9994287,0.9904251
0,2271,30.87957,0.3171894,30.80247,0.3308316,0.9994373,0.9905119
0,2274,30.86359,0.3170721,30.78617,0.3300246,0.9994457,0.9905981
0,2277,30.84755,0.3169426,30.7698,0.3292219,0.9994541,0.9906838
0,2280,30.83144,0.3168014,30.75337,0.3284238,0.9994622,0.9907688
0,2283,30.81526,0.3166491,30.73687,0.3276306,0.9994703,0.9908533
0,2286,30.79902,0.316486,30.72031,0.3268425,0.9994782,0.9909371
0,2289,30.78271,0.3163126,30.70368,0.3260596,0.999486,0.9910203
0,2292,30.76633,0.3161294,30.68699,0.3252821,0.9994937,0.991103
0,2295,30.74989,0.3159367,30.67025,0.3245103,0.9995013,0.9911851
0,2298,30.73339,0.315735,30.65343,0.3237441,0.9995087,0.9912665
0,2301,30.71683,0.3155247,30.63656,0.3229838,0.999516,0.9913474
0,2304,30.7002,0.315306,30.61963,0.3222294,0.9995232,0.9914276
0,2307,30.68352,0.3150794,30.60265,0.3214811,0.9995303,0.9915073
0,2310,30.66677,0.3148453,30.5856,0.3207388,0.9995372,0.9915864
0,2313,30.64997,0.3146039,30.5685,0.3200027,0.9995441,0.9916648
0,2316,30.6331,0.3143556,30.55134,0.3192728,0.9995508,0.9917427
0,2319,30.61618,0.3141007,30.53412,0.3185492,0.9995574,0.99182
0,2322,30.5992,0.3138396,30.51686,0.3178318,0.9995639,0.9918968
0,2325,30.58217,0.3135724,30.49953,0.3171207,0.9995704,0.9919729
0,2328,30.56508,0.3132995,30.48216,0.3164159,0.9995767,0.9920485
0,2331,30.54793,0.3130212,30.46473,0.3157174,0.9995829,0.9921234
0,2334,30.53073,0.3127377,30.44725,0.3150252,0.999589,0.9921979
0,2337,30.51348,0.3124493,30.42972,0.3143393,0.999595,0.9922717
0,2340,30.49617,0.3121562,30.41214,0.3136596,0.9996009,0.9923449
0,2343,30.47882,0.3118587,30.39451,0.3129863,0.9996067,0.9924176
0,2346,30.46141,0.311557,30.37683,0.3123191,0.9996124,0.9924896
0,2349,30.44395,0.3112513,30.35911,0.3116582,0.999618,0.9925612
0,2352,30.42644,0.3109418,30.34133,0.3110034,0.9996235,0.9926321
0,2355,30.40888,0.3106287,30.32351,0.3103547,0.999629,0.9927025
0,2358,30.39127,0.3103122,30.30565,0.3097121,0.9996343,0.9927723
0,2361,30.37362,0.3099926,30.28774,0.3090755,0.9996396,0.9928415
0,2364,30.35592,0.3096699,30.26979,0.3084449,0.9996447,0.9929102
0,2367,30.33817,0.3093444,30.25179,0.3078203,0.9996498,0.9929783
0,2370,30.32037,0.3090163,30.23375,0.3072015,0.9996548,0.9930459
0,2373,30.30253,0.3086856,30.21567,0.3065886,0.9996597,0.9931129
0,2376,30.28465,0.3083526,30.19754,0.3059813,0.9996645,0.9931794
0,2379,30.26672,0.3080175,30.17938,0.3053799,0.9996693,0.9932453
0,2382,30.24875,0.3076802,30.16117,0.304784,0.999674,0.9933106
0,2385,30.23074,0.3073411,30.14293,0.3041937,0.9996786,0.9933755
0,2388,30.21269,0.3070002,30.12465,0.303609,0.9996831,0.9934397
0,2391,30.19459,0.3066576,30.10633,0.3030297,0.9996876,0.9935035
0,2394,30.17646,0.3063136,30.08797,0.3024557,0.9996919,0.9935666
0,2397,30.15828,0.3059681,30.06957,0.3018871,0.9996962,0.9936293
0,2400,30.14007,0.3056213,30.05114,0.3013238,0.9997004,0.9936914
0,2403,30.12181,0.3052734,30.03267,0.3007656,0.9997046,0.993753
0,2406,30.10352,0.3049244,30.01416,0.3002126,0.9997087,0.9938141
0,2409,30.08519,0.3045744,29.99562,0.2996646,0.9997127,0.9938745
0,2412,30.06683,0.3042235,29.97705,0.2991216,0.9997166,0.9939346
0,2415,30.04843,0.3038718,29.95844,0.2985835,0.9997205,0.9939941
0,2418,30.02999,0.3035195,29.9398,0.2980503,0.9997243,0.994053
0,2421,30.01152,0.3031665,29.92113,0.2975218,0.9997281,0.9941115
0,2424,29.99301,0.302813,29.90243,0.296998,0.9997318,0.9941694
0,2427,29.97447,0.3024591,29.88369,0.2964789,0.9997354,0.9942268
0,2430,29.95589,0.3021048,29.86493,0.2959644,0.999739,0.9942837
0,2433,29.93729,0.3017502,29.84613,0.2954544,0.9997425,0.9943402
0,2436,29.91865,0.3013953,29.8273,0.2949488,0.999746,0.9943961
0,2439,29.89997,0.3010403,29.80845,0.2944476,0.9997493,0.9944515
0,2442,29.88127,0.3006851,29.78956,0.2939508,0.9997526,0.9945064
0,2445,29.86254,0.30033,29.77065,0.2934581,0.9997559,0.9945608
0,2448,29.84377,0.2999748,29.75171,0.2929697,0.9997591,0.9946148
0,2451,29.82498,0.2996196,29.73274,0.2924854,0.9997623,0.9946682
0,2454,29.80615,0.2992647,29.71374,0.2920052,0.9997655,0.9947212
0,2457,29.7873,0.2989098,29.69472,0.2915289,0.9997685,0.9947736
0,2460,29.76842,0.2985552,29.67567,0.2910566,0.9997715,0.9948257
0,2463,29.74951,0.2982008,29.65659,0.2905881,0.9997745,0.9948772
0,2466,29.73057,0.2978468,29.63749,0.2901235,0.9997774,0.9949282
0,2469,29.71161,0.297493,29.61837,0.2896626,0.9997802,0.9949788
0,2472,29.69262,0.2971397,29.59922,0.2892054,0.999783,0.9950289
0,2475,29.6736,0.2967868,29.58005,0.2887518,0.9997858,0.9950786
0,2478,29.65455,0.2964343,29.56085,0.2883018,0.9997885,0.9951277
0,2481,29.63549,0.2960823,29.54163,0.2878554,0.9997912,0.9951765
0,2484,29.61639,0.2957308,29.52238,0.2874123,0.9997938,0.9952248
0,2487,29.59727,0.2953798,29.50312,0.2869728,0.9997964,0.9952726
0,2490,29.57813,0.2950295,29.48383,0.2865365,0.9997989,0.99532
0,2493,29.55897,0.2946797,29.46452,0.2861035,0.9998014,0.9953669
0,2496,29.53978,0.2943305,29.44519,0.2856738,0.9998038,0.9954134
0,2499,29.52056,0.293982,29.42584,0.2852473,0.9998062,0.9954594
0,2502,29.50133,0.2936341,29.40646,0.2848239,0.9998086,0.995505
0,2505,29.48207,0.293287,29.38707,0.2844037,0.9998109,0.9955502
0,2508,29.46279,0.2929405,29.36766,0.2839864,0.9998132,0.9955949
0,2511,29.44349,0.2925948,29.34822,0.2835721,0.9998155,0.9956393
0,2514,29.42417,0.2922498,29.32877,0.2831608,0.9998177,0.9956831
0,2517,29.40482,0.2919056,29.3093,0.2827523,0.9998198,0.9957266
0,2520,29.38546,0.2915621,29.28981,0.2823467,0.999822,0.9957696
0,2523,29.36608,0.2912194,29.2703,0.2819439,0.999824,0.9958123
0,2526,29.34667,0.2908775,29.25078,0.2815438,0.9998261,0.9958545
0,2529,29.32725,0.2905365,29.23123,0.2811465,0.9998282,0.9958963
0,2532,29.3078,0.2901962,29.21167,0.2807518,0.9998301,0.9959377
0,2535,29.28834,0.2898568,29.19209,0.2803597,0.9998321,0.9959787
0,2538,29.26886,0.2895182,29.17249,0.2799701,0.999834,0.9960193
0,2541,29.24936,0.2891805,29.15288,0.2795832,0.9998359,0.9960595
0,2544,29.22985,0.2888436,29.13325,0.2791986,0.9998378,0.9960993
0,2547,29.21031,0.2885076,29.11361,0.2788166,0.9998395,0.9961387
0,2550,29.19076,0.2881724,29.09394,0.2784369,0.9998413,0.9961777
0,2553,29.17119,0.2878381,29.07427,0.2780596,0.9998431,0.9962164
0,2556,29.1516,0.2875047,29.05457,0.2776846,0.9998448,0.9962546
0,2559,29.132,0.2871722,29.03487,0.2773119,0.9998465,0.9962925
0,2562,29.11238,0.2868406,29.01514,0.2769415,0.9998482,0.99633
0,2565,29.09274,0.2865098,28.99541,0.2765732,0.9998499,0.9963671
0,2568,29.07309,0.28618,28.97565,0.2762071,0.9998515,0.9964038
0,2571,29.05342,0.285851,28.95589,0.2758432,0.9998531,0.9964402
0,2574,29.03374,0.285523,28.93611,0.2754814,0.9998546,0.9964762
0,2577,29.01404,0.2851958,28.91632,0.2751216,0.9998561,0.9965119
0,2580,28.99433,0.2848695,28.89651,0.2747639,0.9998576,0.9965472
0,2583,28.9746,0.2845441,28.87669,0.2744082,0.9998591,0.9965821
0,2586,28.95486,0.2842196,28.85685,0.2740544,0.9998606,0.9966167
0,2589,28.9351,0.283896,28.83701,0.2737025,0.999862,0.9966509
0,2592,28.91533,0.2835733,28.81715,0.2733526,0.9998634,0.9966847
0,2595,28.89555,0.2832515,28.79728,0.2730045,0.9998648,0.9967183
0,2598,28.87575,0.2829306,28.77739,0.2726583,0.9998661,0.9967515
0,2601,28.85594,0.2826106,28.7575,0.2723138,0.9998674,0.9967843
0,2604,28.83612,0.2822914,28.73759,0.2719712,0.9998688,0.9968168
0,2607,28.81628,0.2819731,28.71767,0.2716303,0.99987,0.996849
0,2610,28.79643,0.2816557,28.69774,0.2712911,0.9998713,0.9968808
0,2613,28.77657,0.2813392,28.6778,0.2709536,0.9998725,0.9969124
0,2616,28.75669,0.2810236,28.65784,0.2706177,0.9998738,0.9969436
0,2619,28.7368,0.2807088,28.63788,0.2702835,0.9998749,0.9969744
0,2622,28.71691,0.2803949,28.6179,0.2699509,0.9998761,0.997005
0,2625,28.697,0.2800818,28.59791,0.2696199,0.9998773,0.9970352
0,2628,28.67707,0.2797696,28.57792,0.2692904,0.9998784,0.9970651
0,2631,28.65714,0.2794582,28.55791,0.2689625,0.9998795,0.9970947
0,2634,28.6372,0.2791477,28.53789,0.268636,0.9998806,0.997124
0,2637,28.61724,0.278838,28.51786,0.2683111,0.9998817,0.997153
0,2640,28.59727,0.2785292,28.49783,0.2679876,0.9998827,0.9971817
0,2643,28.57729,0.2782212,28.47778,0.2676655,0.9998838,0.99721
0,2646,28.5573,0.277914,28.45772,0.2673449,0.9998848,0.9972381
0,2649,28.53731,0.2776076,28.43765,0.2670256,0.9998857,0.9972659
0,2652,28.5173,0.2773021,28.41758,0.2667077,0.9998868,0.9972934
0,2655,28.49728,0.2769973,28.39749,0.2663911,0.9998877,0.9973206
0,2658,28.47725,0.2766933,28.3774,0.2660759,0.9998887,0.9973475
0,2661,28.45721,0.2763902,28.3573,0.2657619,0.9998896,0.9973741
0,2664,28.43716,0.2760878,28.33718,0.2654493,0.9998905,0.9974005
0,2667,28.4171,0.2757863,28.31706,0.2651379,0.9998914,0.9974265
0,2670,28.39703,0.2754855,28.29693,0.2648277,0.9998923,0.9974523
0,2673,28.37696,0.2751854,28.2768,0.2645187,0.9998931,0.9974778
0,2676,28.35687,0.2748862,28.25665,0.264211,0.999894,0.997503
0,2679,28.33677,0.2745877,28.2365,0.2639044,0.9998949,0.997528
0,2682,28.31667,0.2742899,28.21633,0.2635989,0.9998956,0.9975527
0,2685,28.29655,0.2739929,28.19616,0.2632947,0.9998965,0.9975771
0,2688,28.27643,0.2736966,28.17599,0.2629915,0.9998972,0.9976013
0,2691,28.2563,0.2734011,28.1558,0.2626895,0.999898,0.9976252
0,2694,28.23616,0.2731063,28.1356,0.2623885,0.9998988,0.9976488
0,2697,28.21602,0.2728122,28.1154,0.2620886,0.9998996,0.9976722
0,2700,28.19586,0.2725188,28.0952,0.2617898,0.9999003,0.9976953
0,2703,28.1757,0.2722262,28.07498,0.261492,0.999901,0.9977182
0,2706,28.15553,0.2719342,28.05476,0.2611952,0.9999017,0.9977408
0,2709,28.13535,0.271643,28.03453,0.2608994,0.9999024,0.9977632
0,2712,28.11516,0.2713524,28.01429,0.2606046,0.9999031,0.9977853
0,2715,28.09496,0.2710625,27.99405,0.2603109,0.9999038,0.9978072
0,2718,28.07476,0.2707733,27.97379,0.260018,0.9999045,0.9978289
0,2721,28.05455,0.2704847,27.95354,0.2597261,0.9999051,0.9978503
0,2724,28.03434,0.2701969,27.93327,0.2594352,0.9999057,0.9978715
0,2727,28.01411,0.2699097,27.913,0.2591451,0.9999064,0.9978924
0,2730,27.99388,0.2696231,27.89272,0.258856,0.999907,0.9979131
0,2733,27.97364,0.2693371,27.87244,0.2585678,0.9999076,0.9979336
0,2736,27.9534,0.2690519,27.85215,0.2582804,0.9999081,0.9979539
0,2739,27.93315,0.2687672,27.83186,0.2579938,0.9999087,0.9979739
0,2742,27.91289,0.2684832,27.81155,0.2577082,0.9999093,0.9979938
0,2745,27.89262,0.2681998,27.79125,0.2574234,0.9999099,0.9980133
0,2748,27.87235,0.267917,27.77093,0.2571394,0.9999104,0.9980327
0,2751,27.85207,0.2676348,27.75061,0.2568562,0.999911,0.9980519
0,2754,27.83179,0.2673532,27.73029,0.2565739,0.9999115,0.9980708
0,2757,27.8115,0.2670722,27.70995,0.2562923,0.999912,0.9980896
0,2760,27.7912,0.2667919,27.68962,0.2560115,0.9999126,0.9981081
0,2763,27.7709,0.266512,27.66927,0.2557314,0.999913,0.9981264
0,2766,27.75059,0.2662328,27.64893,0.2554522,0.9999135,0.9981445
0,2769,27.73027,0.2659542,27.62857,0.2551736,0.9999141,0.9981624
0,2772,27.70995,0.2656761,27.60821,0.2548958,0.9999145,0.9981801
0,2775,27.68963,0.2653985,27.58785,0.2546188,0.9999149,0.9981976
0,2778,27.66929,0.2651216,27.56748,0.2543424,0.9999154,0.9982149
0,2781,27.64896,0.2648451,27.5471,0.2540667,0.9999159,0.9982321
0,2784,27.62861,0.2645693,27.52672,0.2537918,0.9999163,0.9982489
0,2787,27.60826,0.2642939,27.50634,0.2535175,0.9999168,0.9982657
0,2790,27.58791,0.2640191,27.48595,0.2532439,0.9999172,0.9982822
0,2793,27.56755,0.2637449,27.46555,0.252971,0.9999176,0.9982986
0,2796,27.54718,0.2634711,27.44515,0.2526987,0.999918,0.9983147
0,2799,27.52681,0.2631979,27.42475,0.2524271,0.9999185,0.9983307
0,2802,27.50644,0.2629251,27.40434,0.2521561,0.9999188,0.9983465
0,2805,27.48606,0.2626529,27.38392,0.2518857,0.9999192,0.9983621
0,2808,27.46567,0.2623812,27.3635,0.251616,0.9999196,0.9983776
0,2811,27.44528,0.26211,27.34308,0.2513469,0.99992,0.9983928
0,2814,27.42488,0.2618393,27.32265,0.2510784,0.9999204,0.9984079
0,2817,27.40448,0.2615691,27.30222,0.2508105,0.9999207,0.9984229
0,2820,27.38408,0.2612993,27.28179,0.2505431,0.9999211,0.9984376
0,2823,27.36366,0.2610301,27.26134,0.2502764,0.9999214,0.9984521
0,2826,27.34325,0.2607613,27.2409,0.2500103,0.9999217,0.9984666
0,2829,27.32283,0.260493,27.22045,0.2497447,0.9999221,0.9984808
0,2832,27.30241,0.2602251,27.2,0.2494796,0.9999225,0.9984949
0,2835,27.28198,0.2599577,27.17954,0.2492151,0.9999228,0.9985088
0,2838,27.26154,0.2596907,27.15908,0.2489512,0.9999231,0.9985225
0,2841,27.24111,0.2594242,27.13861,0.2486878,0.9999234,0.9985361
0,2844,27.22066,0.2591582,27.11814,0.2484249,0.9999237,0.9985496
0,2847,27.20022,0.2588926,27.09767,0.2481626,0.999924,0.9985628
0,2850,27.17977,0.2586274,27.07719,0.2479008,0.9999243,0.998576
0,2853,27.15931,0.2583627,27.05671,0.2476395,0.9999246,0.9985889
0,2856,27.13885,0.2580984,27.03622,0.2473787,0.9999249,0.9986017
0,2859,27.11839,0.2578345,27.01573,0.2471184,0.9999251,0.9986144
0,2862,27.09792,0.257571,26.99524,0.2468586,0.9999254,0.9986269
0,2865,27.07745,0.257308,26.97474,0.2465992,0.9999257,0.9986393
0,2868,27.05698,0.2570454,26.95424,0.2463404,0.999926,0.9986516
0,2871,27.0365,0.2567831,26.93374,0.2460821,0.9999262,0.9986637
0,2874,27.01602,0.2565213,26.91323,0.2458242,0.9999265,0.9986756
0,2877,26.99553,0.2562599,26.89272,0.2455668,0.9999267,0.9986874
0,2880,26.97504,0.2559989,26.87221,0.2453098,0.999927,0.9986991
0,2883,26.95454,0.2557383,26.85169,0.2450533,0.9999272,0.9987106
0,2886,26.93405,0.255478,26.83117,0.2447973,0.9999275,0.998722
0,2889,26.91355,0.2552182,26.81064,0.2445417,0.9999277,0.9987332
0,2892,26.89304,0.2549587,26.79011,0.2442865,0.9999279,0.9987444
0,2895,26.87253,0.2546996,26.76958,0.2440318,0.9999282,0.9987553
0,2898,26.85202,0.2544409,26.74905,0.2437775,0.9999284,0.9987662
0,2901,26.8315,0.2541826,26.72851,0.2435236,0.9999286,0.998777
0,2904,26.81099,0.2539246,26.70797,0.2432702,0.9999288,0.9987876
0,2907,26.79046,0.253667,26.68743,0.2430171,0.999929,0.9987981
0,2910,26.76994,0.2534098,26.66688,0.2427645,0.9999292,0.9988084
0,2913,26.74941,0.2531529,26.64633,0.2425123,0.9999294,0.9988186
0,2916,26.72888,0.2528964,26.62578,0.2422605,0.9999296,0.9988288
0,2919,26.70834,0.2526402,26.60522,0.2420091,0.9999298,0.9988387
